lot_no,expired_date,inventory_item_name,inventory_item_code,unit_name,opening_quantity,inward_quantity,outward_quantity,closing_quantity,opening_amount,inward_amount,outward_amount,closing_amount,stock_name,shop_name,inventory_item_id,inventory_summary_report_id,inventory_item_category_name,brand_name,vendor_name_list,session_id,detail_id,is_parent,parent_id,grade,is_bold,inventory_item_code_parent,inventory_item_name_parent
,2026-11-13T00:00:00,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g,02__MGO__HAO__CAY__75,Gói,30.0,0.0,0.0,30.0,,,,,Tổng,,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fbfc9da-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2546,1,,1,True,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,2026-11-13T00:00:00,Kho MIRA,02__MGO__HAO__CAY__75,Gói,30.0,0.0,0.0,30.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fbfcae4-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2547,0,0d72dbc9-99f3-4c92-a057-cc611a7a554b,2,False,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,2026-11-13T00:00:00,VIFON Mì Trộn Sốt Gà Cay Ly 115g,02__MIL__VIF__GCY__115,Ly,8.0,0.0,4.0,4.0,,,,,Tổng,,d27cd293-aa2a-4884-b7ae-f022c09e4235,3fbfcbea-8bc7-11f1-9b18-005056b2a5de,Mì Ly,Vifon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2548,1,,1,True,02__MIL__VIF__GCY__115,VIFON Mì Trộn Sốt Gà Cay Ly 115g
,2026-11-13T00:00:00,Kho Kệ,02__MIL__VIF__GCY__115,Ly,8.0,0.0,4.0,4.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,d27cd293-aa2a-4884-b7ae-f022c09e4235,3fbfcceb-8bc7-11f1-9b18-005056b2a5de,Mì Ly,Vifon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2549,0,d27cd293-aa2a-4884-b7ae-f022c09e4235,2,False,02__MIL__VIF__GCY__115,VIFON Mì Trộn Sốt Gà Cay Ly 115g
,2026-11-13T00:00:00,LAYS Snack Vị Tảo Biển Nori Bịch 53g,03__SKT__LAY__TAO__53,Bịch,5.0,0.0,6.0,-1.0,,,,,Tổng,,cc473853-ad60-4c01-b99e-fd5be65e3ee8,3fbfce08-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,LAYS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2550,1,,1,True,03__SKT__LAY__TAO__53,LAYS Snack Vị Tảo Biển Nori Bịch 53g
,2026-11-13T00:00:00,Kho Kệ,03__SKT__LAY__TAO__53,Bịch,5.0,0.0,6.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,cc473853-ad60-4c01-b99e-fd5be65e3ee8,3fbfcf71-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,LAYS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2551,0,cc473853-ad60-4c01-b99e-fd5be65e3ee8,2,False,03__SKT__LAY__TAO__53,LAYS Snack Vị Tảo Biển Nori Bịch 53g
,2026-11-13T00:00:00,ORION Ostar Snack Tảo Đậm Đặc Biệt Bịch 55g,03__SKT__OOS__TDD__55,Bịch,10.0,0.0,0.0,10.0,,,,,Tổng,,6aa81e9f-f365-48d4-a4c3-45d82a4a582c,3fbfd093-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Ostar,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2552,1,,1,True,03__SKT__OOS__TDD__55,ORION Ostar Snack Tảo Đậm Đặc Biệt Bịch 55g
,2026-11-13T00:00:00,Kho MIRA,03__SKT__OOS__TDD__55,Bịch,10.0,0.0,0.0,10.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,6aa81e9f-f365-48d4-a4c3-45d82a4a582c,3fbfd1f1-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,ORION Ostar,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2553,0,6aa81e9f-f365-48d4-a4c3-45d82a4a582c,2,False,03__SKT__OOS__TDD__55,ORION Ostar Snack Tảo Đậm Đặc Biệt Bịch 55g
,2026-11-14T00:00:00,MOGU Nước Ép Vị Xoài 320ml,01__NTR__MOG__XOA__320,Chai,24.0,0.0,0.0,24.0,,,,,Tổng,,91db77f3-b440-4ab9-8a1c-51260ff3e916,3fbfd52d-8bc7-11f1-9b18-005056b2a5de,Nước Trái Cây,Mogu,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2554,1,,1,True,01__NTR__MOG__XOA__320,MOGU Nước Ép Vị Xoài 320ml
,2026-11-14T00:00:00,Kho MIRA,01__NTR__MOG__XOA__320,Chai,24.0,0.0,0.0,24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,91db77f3-b440-4ab9-8a1c-51260ff3e916,3fbfd680-8bc7-11f1-9b18-005056b2a5de,Nước Trái Cây,Mogu,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2555,0,91db77f3-b440-4ab9-8a1c-51260ff3e916,2,False,01__NTR__MOG__XOA__320,MOGU Nước Ép Vị Xoài 320ml
,2026-11-14T00:00:00,OMACHI Mì Tô Trộn Xốt Spaghetti Bò Bằm Cà Chua 105g*12,02__MTO__OMA__BBC__105,Tô,17.0,0.0,5.0,12.0,,,,,Tổng,,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,3fbfd7d9-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2556,1,,1,True,02__MTO__OMA__BBC__105,OMACHI Mì Tô Trộn Xốt Spaghetti Bò Bằm Cà Chua 105g*12
,2026-11-14T00:00:00,Kho Kệ,02__MTO__OMA__BBC__105,Tô,5.0,0.0,5.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,3fbfd98d-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2557,0,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,2,False,02__MTO__OMA__BBC__105,OMACHI Mì Tô Trộn Xốt Spaghetti Bò Bằm Cà Chua 105g*12
,2026-11-14T00:00:00,Kho MIRA,02__MTO__OMA__BBC__105,Tô,12.0,0.0,0.0,12.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,3fbfdad6-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2558,0,2bd4d1d5-1aa8-44cb-9181-a5b75f7c2b6d,2,False,02__MTO__OMA__BBC__105,OMACHI Mì Tô Trộn Xốt Spaghetti Bò Bằm Cà Chua 105g*12
,2026-11-14T00:00:00,ALACO Trứng Cút Ngũ Vị 24g,ATCNV201,Bịch,19.0,0.0,0.0,19.0,,,,,Tổng,,80114511-8724-4195-b722-b0ca2bcb27c9,3fbfdbf9-8bc7-11f1-9b18-005056b2a5de,trứng cút,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2559,1,,1,True,ATCNV201,ALACO Trứng Cút Ngũ Vị 24g
,2026-11-14T00:00:00,Kho Kệ,ATCNV201,Bịch,-1.0,0.0,0.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,80114511-8724-4195-b722-b0ca2bcb27c9,3fbfddc5-8bc7-11f1-9b18-005056b2a5de,trứng cút,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2560,0,80114511-8724-4195-b722-b0ca2bcb27c9,2,False,ATCNV201,ALACO Trứng Cút Ngũ Vị 24g
,2026-11-14T00:00:00,Kho MIRA,ATCNV201,Bịch,20.0,0.0,0.0,20.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,80114511-8724-4195-b722-b0ca2bcb27c9,3fbfdefe-8bc7-11f1-9b18-005056b2a5de,trứng cút,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2561,0,80114511-8724-4195-b722-b0ca2bcb27c9,2,False,ATCNV201,ALACO Trứng Cút Ngũ Vị 24g
,2026-11-15T00:00:00,VIFON MÌ Trộn Bò Texas Ly 115g,02__MIL__VIF__TEX__115,Ly,5.0,0.0,5.0,0.0,,,,,Tổng,,db3d0e4f-ec37-4815-b13d-54059eff2d30,3fbfe067-8bc7-11f1-9b18-005056b2a5de,Mì Ly,Vifon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2562,1,,1,True,02__MIL__VIF__TEX__115,VIFON MÌ Trộn Bò Texas Ly 115g
,2026-11-15T00:00:00,Kho Kệ,02__MIL__VIF__TEX__115,Ly,5.0,0.0,5.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,db3d0e4f-ec37-4815-b13d-54059eff2d30,3fbfe1e8-8bc7-11f1-9b18-005056b2a5de,Mì Ly,Vifon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2563,0,db3d0e4f-ec37-4815-b13d-54059eff2d30,2,False,02__MIL__VIF__TEX__115,VIFON MÌ Trộn Bò Texas Ly 115g
,2026-11-15T00:00:00,OMACHI Mì Tô Trộn Tôm Phô Mai Trứng Muối 105g*12,02__MTO__OMA__PMI__105,Tô,3.0,0.0,3.0,0.0,,,,,Tổng,,0546d881-7e2c-4b4f-be9f-011ab40e40a6,3fbfe326-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2564,1,,1,True,02__MTO__OMA__PMI__105,OMACHI Mì Tô Trộn Tôm Phô Mai Trứng Muối 105g*12
,2026-11-15T00:00:00,Kho Kệ,02__MTO__OMA__PMI__105,Tô,3.0,0.0,3.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0546d881-7e2c-4b4f-be9f-011ab40e40a6,3fbfe42f-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2565,0,0546d881-7e2c-4b4f-be9f-011ab40e40a6,2,False,02__MTO__OMA__PMI__105,OMACHI Mì Tô Trộn Tôm Phô Mai Trứng Muối 105g*12
,2026-11-15T00:00:00,ORION C'Est Bon Bánh Sợi Thịt Gà 85g,03__BMI__OCB__TGA__85,Bịch,15.0,0.0,15.0,0.0,,,,,Tổng,,d1ef4875-46cb-4967-999e-160e0a417a79,3fbfe52b-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,ORION C'Est Bon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2566,1,,1,True,03__BMI__OCB__TGA__85,ORION C'Est Bon Bánh Sợi Thịt Gà 85g
,2026-11-15T00:00:00,Kho Kệ,03__BMI__OCB__TGA__85,Bịch,15.0,0.0,15.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,d1ef4875-46cb-4967-999e-160e0a417a79,3fbfe6ae-8bc7-11f1-9b18-005056b2a5de,Bánh Mì Mềm,ORION C'Est Bon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2567,0,d1ef4875-46cb-4967-999e-160e0a417a79,2,False,03__BMI__OCB__TGA__85,ORION C'Est Bon Bánh Sợi Thịt Gà 85g
,2026-11-15T00:00:00,POCA Đậu Phộng Rắc Rắc Vị Nước Cốt Dừa 70g,03DPGPOCDUA70,Bịch,54.0,0.0,38.0,16.0,,,,,Tổng,,fac0e80d-24fc-4154-8d54-6c9b2ea1e04c,3fbfe836-8bc7-11f1-9b18-005056b2a5de,Đậu Phộng,POCA,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2568,1,,1,True,03DPGPOCDUA70,POCA Đậu Phộng Rắc Rắc Vị Nước Cốt Dừa 70g
,2026-11-15T00:00:00,Kho Kệ,03DPGPOCDUA70,Bịch,54.0,0.0,38.0,16.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,fac0e80d-24fc-4154-8d54-6c9b2ea1e04c,3fbfe99b-8bc7-11f1-9b18-005056b2a5de,Đậu Phộng,POCA,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2569,0,fac0e80d-24fc-4154-8d54-6c9b2ea1e04c,2,False,03DPGPOCDUA70,POCA Đậu Phộng Rắc Rắc Vị Nước Cốt Dừa 70g
,2026-11-16T00:00:00,OMACHI Mì Tô Xốt Bò Hầm 96g*18,02__MTO__OMA__BHA__96,Tô,36.0,0.0,0.0,36.0,,,,,Tổng,,65dd8472-a543-4f74-bc90-c8a3709a7b4d,3fbfeaf1-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2570,1,,1,True,02__MTO__OMA__BHA__96,OMACHI Mì Tô Xốt Bò Hầm 96g*18
,2026-11-16T00:00:00,Kho MIRA,02__MTO__OMA__BHA__96,Tô,36.0,0.0,0.0,36.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,65dd8472-a543-4f74-bc90-c8a3709a7b4d,3fbfec0a-8bc7-11f1-9b18-005056b2a5de,Mì Tô,OMACHI,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2571,0,65dd8472-a543-4f74-bc90-c8a3709a7b4d,2,False,02__MTO__OMA__BHA__96,OMACHI Mì Tô Xốt Bò Hầm 96g*18
,2026-11-16T00:00:00,ALACO Chân Gà Vị Tê Cay 35g,03__CGA__ALA__TCA__35,Cái,106.0,0.0,0.0,106.0,,,,,Tổng,,1f481ef9-bfb0-45ba-a751-f7a12f771333,3fbfed40-8bc7-11f1-9b18-005056b2a5de,Chân Gà,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2572,1,,1,True,03__CGA__ALA__TCA__35,ALACO Chân Gà Vị Tê Cay 35g
,2026-11-16T00:00:00,Kho Kệ,03__CGA__ALA__TCA__35,Cái,106.0,0.0,0.0,106.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,1f481ef9-bfb0-45ba-a751-f7a12f771333,3fbfef5e-8bc7-11f1-9b18-005056b2a5de,Chân Gà,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2573,0,1f481ef9-bfb0-45ba-a751-f7a12f771333,2,False,03__CGA__ALA__TCA__35,ALACO Chân Gà Vị Tê Cay 35g
,2026-11-16T00:00:00,SNICKERS Socola Nhân Đậu Phộng 35g,03__KSO__SNI__DPG__35,Bịch,65.0,0.0,0.0,65.0,,,,,Tổng,,a0b6a1e3-3aa6-4450-8e0c-7fe1d2e46573,3fbff055-8bc7-11f1-9b18-005056b2a5de,Kẹo Socola,SNICKERS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2574,1,,1,True,03__KSO__SNI__DPG__35,SNICKERS Socola Nhân Đậu Phộng 35g
,2026-11-16T00:00:00,Kho Kệ,03__KSO__SNI__DPG__35,Bịch,-31.0,0.0,0.0,-31.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a0b6a1e3-3aa6-4450-8e0c-7fe1d2e46573,3fbff1c8-8bc7-11f1-9b18-005056b2a5de,Kẹo Socola,SNICKERS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2575,0,a0b6a1e3-3aa6-4450-8e0c-7fe1d2e46573,2,False,03__KSO__SNI__DPG__35,SNICKERS Socola Nhân Đậu Phộng 35g
,2026-11-16T00:00:00,Kho MIRA,03__KSO__SNI__DPG__35,Bịch,96.0,0.0,0.0,96.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a0b6a1e3-3aa6-4450-8e0c-7fe1d2e46573,3fbff326-8bc7-11f1-9b18-005056b2a5de,Kẹo Socola,SNICKERS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2576,0,a0b6a1e3-3aa6-4450-8e0c-7fe1d2e46573,2,False,03__KSO__SNI__DPG__35,SNICKERS Socola Nhân Đậu Phộng 35g
,2026-11-16T00:00:00,LAYS Snack Vị Thăn Bò Nướng Texas 53g,03__SKT__LAY__TEX__53,Bịch,9.0,0.0,0.0,9.0,,,,,Tổng,,ab47cafc-13d6-4b9c-88fc-5a5ace295d5c,3fbff4c4-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,LAYS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2577,1,,1,True,03__SKT__LAY__TEX__53,LAYS Snack Vị Thăn Bò Nướng Texas 53g
,2026-11-16T00:00:00,Kho Kệ,03__SKT__LAY__TEX__53,Bịch,-1.0,0.0,0.0,-1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,ab47cafc-13d6-4b9c-88fc-5a5ace295d5c,3fbff66a-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,LAYS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2578,0,ab47cafc-13d6-4b9c-88fc-5a5ace295d5c,2,False,03__SKT__LAY__TEX__53,LAYS Snack Vị Thăn Bò Nướng Texas 53g
,2026-11-16T00:00:00,Kho MIRA,03__SKT__LAY__TEX__53,Bịch,10.0,0.0,0.0,10.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,ab47cafc-13d6-4b9c-88fc-5a5ace295d5c,3fbff773-8bc7-11f1-9b18-005056b2a5de,Snack Khoai Tây,LAYS,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2579,0,ab47cafc-13d6-4b9c-88fc-5a5ace295d5c,2,False,03__SKT__LAY__TEX__53,LAYS Snack Vị Thăn Bò Nướng Texas 53g
,2026-11-17T00:00:00,PEPSICO Revive Chanh Muối Chai 500ml,01__NBD__REV__CMI__500,Chai,24.0,0.0,0.0,24.0,,,,,Tổng,,33c13587-ea65-4b74-be9b-2b8b6d3c1220,3fbff881-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,PEPSICO Revive,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2580,1,,1,True,01__NBD__REV__CMI__500,PEPSICO Revive Chanh Muối Chai 500ml
,2026-11-17T00:00:00,Kho Kệ,01__NBD__REV__CMI__500,Chai,24.0,0.0,0.0,24.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,33c13587-ea65-4b74-be9b-2b8b6d3c1220,3fbff99b-8bc7-11f1-9b18-005056b2a5de,Nước Bù Điện Giải,PEPSICO Revive,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2581,0,33c13587-ea65-4b74-be9b-2b8b6d3c1220,2,False,01__NBD__REV__CMI__500,PEPSICO Revive Chanh Muối Chai 500ml
,2026-11-17T00:00:00,OTOKI Mì Gói YEUL Cay 120g,02__MGO__YEU__CAY__120,Gói,34.0,0.0,11.0,23.0,,,,,Tổng,,d7b4da4c-19ef-4793-8739-b2c8ab0e8b22,3fbffad7-8bc7-11f1-9b18-005056b2a5de,Mì Gói,Otoki,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2582,1,,1,True,02__MGO__YEU__CAY__120,OTOKI Mì Gói YEUL Cay 120g
,2026-11-17T00:00:00,Kho Kệ,02__MGO__YEU__CAY__120,Gói,14.0,0.0,11.0,3.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,d7b4da4c-19ef-4793-8739-b2c8ab0e8b22,3fbffbdf-8bc7-11f1-9b18-005056b2a5de,Mì Gói,Otoki,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2583,0,d7b4da4c-19ef-4793-8739-b2c8ab0e8b22,2,False,02__MGO__YEU__CAY__120,OTOKI Mì Gói YEUL Cay 120g
,2026-11-17T00:00:00,Kho MIRA,02__MGO__YEU__CAY__120,Gói,20.0,0.0,0.0,20.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,d7b4da4c-19ef-4793-8739-b2c8ab0e8b22,3fbffcdc-8bc7-11f1-9b18-005056b2a5de,Mì Gói,Otoki,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2584,0,d7b4da4c-19ef-4793-8739-b2c8ab0e8b22,2,False,02__MGO__YEU__CAY__120,OTOKI Mì Gói YEUL Cay 120g
,2026-11-17T00:00:00,ACECOOK MODERN Mì Ly Lẩu Thái Tôm 67g,02__MIL__MOD__LTT__67,Ly,72.0,0.0,0.0,72.0,,,,,Tổng,,f4df8b62-1088-4f7d-96fb-14f5710a1560,3fbffdeb-8bc7-11f1-9b18-005056b2a5de,Mì Ly,ACECOOK MODERN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2585,1,,1,True,02__MIL__MOD__LTT__67,ACECOOK MODERN Mì Ly Lẩu Thái Tôm 67g
,2026-11-17T00:00:00,Kho MIRA,02__MIL__MOD__LTT__67,Ly,72.0,0.0,0.0,72.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,f4df8b62-1088-4f7d-96fb-14f5710a1560,3fbffee6-8bc7-11f1-9b18-005056b2a5de,Mì Ly,ACECOOK MODERN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2586,0,f4df8b62-1088-4f7d-96fb-14f5710a1560,2,False,02__MIL__MOD__LTT__67,ACECOOK MODERN Mì Ly Lẩu Thái Tôm 67g
,2026-11-18T00:00:00,KORENO Mì Trộn Tương Đen Ly 68g,02__MIL__KOR__DEN__68,Ly,24.0,0.0,0.0,24.0,,,,,Tổng,,a0e5aa6b-1333-45f7-9e89-40608ea13554,3fbfffc7-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KORENO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2587,1,,1,True,02__MIL__KOR__DEN__68,KORENO Mì Trộn Tương Đen Ly 68g
,2026-11-18T00:00:00,Kho MIRA,02__MIL__KOR__DEN__68,Ly,24.0,0.0,0.0,24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a0e5aa6b-1333-45f7-9e89-40608ea13554,3fc000aa-8bc7-11f1-9b18-005056b2a5de,Mì Ly,KORENO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2588,0,a0e5aa6b-1333-45f7-9e89-40608ea13554,2,False,02__MIL__KOR__DEN__68,KORENO Mì Trộn Tương Đen Ly 68g
,2026-11-18T00:00:00,Kho Kệ,03__CGA__ALA__CNG__26,Cái,-40.0,0.0,0.0,-40.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a1b7093f-87d3-469c-806e-4a20921805f4,3fc00186-8bc7-11f1-9b18-005056b2a5de,Chân Gà,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2589,0,a1b7093f-87d3-469c-806e-4a20921805f4,2,False,03__CGA__ALA__CNG__26,ALACO Chân Gà Rút Xương Vị Cay Ngọt 26g
,2026-11-18T00:00:00,Kho MIRA,03__CGA__ALA__CNG__26,Cái,40.0,0.0,0.0,40.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a1b7093f-87d3-469c-806e-4a20921805f4,3fc0026c-8bc7-11f1-9b18-005056b2a5de,Chân Gà,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2590,0,a1b7093f-87d3-469c-806e-4a20921805f4,2,False,03__CGA__ALA__CNG__26,ALACO Chân Gà Rút Xương Vị Cay Ngọt 26g
,2026-11-18T00:00:00,ALACO Trứng Cút Vị Muối Nướng 24g,ATCVMN201,Bịch,40.0,0.0,0.0,40.0,,,,,Tổng,,52c0f2bb-49b1-414a-8061-ebcc0e02dea0,3fc00351-8bc7-11f1-9b18-005056b2a5de,trứng cút,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2591,1,,1,True,ATCVMN201,ALACO Trứng Cút Vị Muối Nướng 24g
,2026-11-18T00:00:00,Kho MIRA,ATCVMN201,Bịch,40.0,0.0,0.0,40.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,52c0f2bb-49b1-414a-8061-ebcc0e02dea0,3fc0046c-8bc7-11f1-9b18-005056b2a5de,trứng cút,ALACO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2592,0,52c0f2bb-49b1-414a-8061-ebcc0e02dea0,2,False,ATCVMN201,ALACO Trứng Cút Vị Muối Nướng 24g
,2026-11-19T00:00:00,PEPSICO Sting Dâu Chai 330ml,01__NGA__STI__DAU__330,Chai,7.0,0.0,13.0,-6.0,,,,,Tổng,,c363ca46-f417-444a-bb74-d94340f7f095,3fc00583-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,PEPSICO Sting,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2593,1,,1,True,01__NGA__STI__DAU__330,PEPSICO Sting Dâu Chai 330ml
,2026-11-19T00:00:00,Kho Kệ,01__NGA__STI__DAU__330,Chai,13.0,0.0,13.0,0.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c363ca46-f417-444a-bb74-d94340f7f095,3fc0067e-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,PEPSICO Sting,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2594,0,c363ca46-f417-444a-bb74-d94340f7f095,2,False,01__NGA__STI__DAU__330,PEPSICO Sting Dâu Chai 330ml
,2026-11-19T00:00:00,Kho MIRA,01__NGA__STI__DAU__330,Chai,-6.0,0.0,0.0,-6.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,c363ca46-f417-444a-bb74-d94340f7f095,3fc00778-8bc7-11f1-9b18-005056b2a5de,Nước Có Ga,PEPSICO Sting,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,2595,0,c363ca46-f417-444a-bb74-d94340f7f095,2,False,01__NGA__STI__DAU__330,PEPSICO Sting Dâu Chai 330ml
