lot_no,expired_date,inventory_item_name,inventory_item_code,unit_name,opening_quantity,inward_quantity,outward_quantity,closing_quantity,opening_amount,inward_amount,outward_amount,closing_amount,stock_name,shop_name,inventory_item_id,inventory_summary_report_id,inventory_item_category_name,brand_name,vendor_name_list,session_id,detail_id,is_parent,parent_id,grade,is_bold,inventory_item_code_parent,inventory_item_name_parent
,,CẦU TRE Chả Giò Bánh Tráng Thịt Bịch 500g,02__DCG__CTR__BCH__500,Bịch,5.0,0.0,0.0,5.0,,,,,Tổng,,d8fa4db7-dfb7-4466-89e8-2f021f25e970,3fb630e9-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,326,1,,1,True,02__DCG__CTR__BCH__500,CẦU TRE Chả Giò Bánh Tráng Thịt Bịch 500g
,,Kho Kệ,02__DCG__CTR__BCH__500,Bịch,5.0,0.0,0.0,5.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,d8fa4db7-dfb7-4466-89e8-2f021f25e970,3fb631b9-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,327,0,d8fa4db7-dfb7-4466-89e8-2f021f25e970,2,False,02__DCG__CTR__BCH__500,CẦU TRE Chả Giò Bánh Tráng Thịt Bịch 500g
,,CẦU TRE Chả Giò Da Xốp Tôm Thịt Bịch 400g,02__DCG__CTR__TTH__400,Bịch,2.0,0.0,0.0,2.0,,,,,Tổng,,39af18c8-497b-457b-851f-68b9c7f3cb7a,3fb63289-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,328,1,,1,True,02__DCG__CTR__TTH__400,CẦU TRE Chả Giò Da Xốp Tôm Thịt Bịch 400g
,,Kho Kệ,02__DCG__CTR__TTH__400,Bịch,2.0,0.0,0.0,2.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,39af18c8-497b-457b-851f-68b9c7f3cb7a,3fb6333f-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,329,0,39af18c8-497b-457b-851f-68b9c7f3cb7a,2,False,02__DCG__CTR__TTH__400,CẦU TRE Chả Giò Da Xốp Tôm Thịt Bịch 400g
,,CẦU TRE Cá Viên Ngon Bịch 500g,02__DCV__CTR__BCH__500,Bịch,4.0,0.0,0.0,4.0,,,,,Tổng,,bd3b0309-2aac-44fd-85fc-9b428728e726,3fb63410-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,330,1,,1,True,02__DCV__CTR__BCH__500,CẦU TRE Cá Viên Ngon Bịch 500g
,,Kho Kệ,02__DCV__CTR__BCH__500,Bịch,4.0,0.0,0.0,4.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,bd3b0309-2aac-44fd-85fc-9b428728e726,3fb63598-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,331,0,bd3b0309-2aac-44fd-85fc-9b428728e726,2,False,02__DCV__CTR__BCH__500,CẦU TRE Cá Viên Ngon Bịch 500g
,,CẦU TRE Há Cảo Thịt Bịch 500g,02__DHC__CTR__THI__500,Bịch,3.0,0.0,0.0,3.0,,,,,Tổng,,e85a6d05-f6da-4c36-bdf8-54a9c0adb181,3fb63726-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,332,1,,1,True,02__DHC__CTR__THI__500,CẦU TRE Há Cảo Thịt Bịch 500g
,,Kho Kệ,02__DHC__CTR__THI__500,Bịch,3.0,0.0,0.0,3.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,e85a6d05-f6da-4c36-bdf8-54a9c0adb181,3fb638cb-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,333,0,e85a6d05-f6da-4c36-bdf8-54a9c0adb181,2,False,02__DHC__CTR__THI__500,CẦU TRE Há Cảo Thịt Bịch 500g
,,CẦU TRE Xíu Mại Thịt Bịch 500g,02__DXM__CTR__THI__500,Bịch,1.0,0.0,0.0,1.0,,,,,Tổng,,2144a4d4-9805-49ee-aef3-75e8168d0f92,3fb639a2-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,334,1,,1,True,02__DXM__CTR__THI__500,CẦU TRE Xíu Mại Thịt Bịch 500g
,,Kho Kệ,02__DXM__CTR__THI__500,Bịch,1.0,0.0,0.0,1.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,2144a4d4-9805-49ee-aef3-75e8168d0f92,3fb63a67-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,335,0,2144a4d4-9805-49ee-aef3-75e8168d0f92,2,False,02__DXM__CTR__THI__500,CẦU TRE Xíu Mại Thịt Bịch 500g
,,CẦU TRE Xúc Xích Khỏe Bịch 500g,02__DXX__CTR__BCH__500,Bịch,2.0,0.0,0.0,2.0,,,,,Tổng,,9cb71a01-fdbd-4d29-8a37-3062b228e0f0,3fb63bec-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,336,1,,1,True,02__DXX__CTR__BCH__500,CẦU TRE Xúc Xích Khỏe Bịch 500g
,,Kho Kệ,02__DXX__CTR__BCH__500,Bịch,2.0,0.0,0.0,2.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,9cb71a01-fdbd-4d29-8a37-3062b228e0f0,3fb63cb1-8bc7-11f1-9b18-005056b2a5de,Đồ Đông Lạnh,CẦU TRE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,337,0,9cb71a01-fdbd-4d29-8a37-3062b228e0f0,2,False,02__DXX__CTR__BCH__500,CẦU TRE Xúc Xích Khỏe Bịch 500g
,,DONGWON Cá Ngừ Vị Ớt Hộp 150g,02__HCA__DWN__CAY__150,Hộp,3.0,0.0,1.0,2.0,,,,,Tổng,,26a183cc-3302-47a5-971a-10cc6e92ee4f,3fb63d8d-8bc7-11f1-9b18-005056b2a5de,Cá Hộp,Dongwon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,338,1,,1,True,02__HCA__DWN__CAY__150,DONGWON Cá Ngừ Vị Ớt Hộp 150g
,,Kho Kệ,02__HCA__DWN__CAY__150,Hộp,3.0,0.0,1.0,2.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,26a183cc-3302-47a5-971a-10cc6e92ee4f,3fb63f3e-8bc7-11f1-9b18-005056b2a5de,Cá Hộp,Dongwon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,339,0,26a183cc-3302-47a5-971a-10cc6e92ee4f,2,False,02__HCA__DWN__CAY__150,DONGWON Cá Ngừ Vị Ớt Hộp 150g
,,DONGWON Cá Ngừ Trắng Hộp 150g,02__HCA__DWN__CNU__150,Hộp,4.0,0.0,0.0,4.0,,,,,Tổng,,9a620ea6-a220-40e0-8553-86225bf45c95,3fb64002-8bc7-11f1-9b18-005056b2a5de,Cá Hộp,Dongwon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,340,1,,1,True,02__HCA__DWN__CNU__150,DONGWON Cá Ngừ Trắng Hộp 150g
,,Kho Kệ,02__HCA__DWN__CNU__150,Hộp,4.0,0.0,0.0,4.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,9a620ea6-a220-40e0-8553-86225bf45c95,3fb640be-8bc7-11f1-9b18-005056b2a5de,Cá Hộp,Dongwon,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,341,0,9a620ea6-a220-40e0-8553-86225bf45c95,2,False,02__HCA__DWN__CNU__150,DONGWON Cá Ngừ Trắng Hộp 150g
,,VISSAN Mai Vàng Cá Hộp Xốt Cà 150g,02__HCA__VIS__XCA__150,Hộp,11.0,0.0,5.0,6.0,,,,,Tổng,,ba995aed-9ada-4f45-af64-2218b35a0b93,3fb64188-8bc7-11f1-9b18-005056b2a5de,Cá Hộp,VISSAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,342,1,,1,True,02__HCA__VIS__XCA__150,VISSAN Mai Vàng Cá Hộp Xốt Cà 150g
,,Kho Kệ,02__HCA__VIS__XCA__150,Hộp,11.0,0.0,5.0,6.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,ba995aed-9ada-4f45-af64-2218b35a0b93,3fb6423a-8bc7-11f1-9b18-005056b2a5de,Cá Hộp,VISSAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,343,0,ba995aed-9ada-4f45-af64-2218b35a0b93,2,False,02__HCA__VIS__XCA__150,VISSAN Mai Vàng Cá Hộp Xốt Cà 150g
,,CHINSU Story Hủ Tiếu Mỹ Tho Hải Sản Gói 77g,02__HGI__CSU__HSN__77,Gói,4.0,0.0,0.0,4.0,,,,,Tổng,,06d1aa5f-76b5-4141-9d7a-be2127fe9d8b,3fb64307-8bc7-11f1-9b18-005056b2a5de,Hủ Tiếu Gói,CHINSU Story,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,344,1,,1,True,02__HGI__CSU__HSN__77,CHINSU Story Hủ Tiếu Mỹ Tho Hải Sản Gói 77g
,,Kho Kệ,02__HGI__CSU__HSN__77,Gói,4.0,0.0,0.0,4.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,06d1aa5f-76b5-4141-9d7a-be2127fe9d8b,3fb643c2-8bc7-11f1-9b18-005056b2a5de,Hủ Tiếu Gói,CHINSU Story,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,345,0,06d1aa5f-76b5-4141-9d7a-be2127fe9d8b,2,False,02__HGI__CSU__HSN__77,CHINSU Story Hủ Tiếu Mỹ Tho Hải Sản Gói 77g
,,ACECOOK Nhịp Sống Hủ Tiếu Sườn Heo Gói 70g,02__HGI__NSN__HEO__70,Gói,19.0,0.0,14.0,5.0,,,,,Tổng,,a490488e-5336-4be9-adb9-553d130c8d5b,3fb64496-8bc7-11f1-9b18-005056b2a5de,Hủ Tiếu Gói,ACECOOK Nhịp Sống,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,346,1,,1,True,02__HGI__NSN__HEO__70,ACECOOK Nhịp Sống Hủ Tiếu Sườn Heo Gói 70g
,,Kho Kệ,02__HGI__NSN__HEO__70,Gói,19.0,0.0,14.0,5.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,a490488e-5336-4be9-adb9-553d130c8d5b,3fb64555-8bc7-11f1-9b18-005056b2a5de,Hủ Tiếu Gói,ACECOOK Nhịp Sống,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,347,0,a490488e-5336-4be9-adb9-553d130c8d5b,2,False,02__HGI__NSN__HEO__70,ACECOOK Nhịp Sống Hủ Tiếu Sườn Heo Gói 70g
,,ACECOOK Hủ Tiếu Nam Vang Gói 71g,02__HGI__NSN__NVG__71,Gói,3.0,0.0,0.0,3.0,,,,,Tổng,,f11cae50-fc24-4a35-af30-e82f409bfe86,3fb64622-8bc7-11f1-9b18-005056b2a5de,Hủ Tiếu Gói,ACECOOK Nhịp Sống,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,348,1,,1,True,02__HGI__NSN__NVG__71,ACECOOK Hủ Tiếu Nam Vang Gói 71g
,,Kho Kệ,02__HGI__NSN__NVG__71,Gói,3.0,0.0,0.0,3.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,f11cae50-fc24-4a35-af30-e82f409bfe86,3fb646db-8bc7-11f1-9b18-005056b2a5de,Hủ Tiếu Gói,ACECOOK Nhịp Sống,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,349,0,f11cae50-fc24-4a35-af30-e82f409bfe86,2,False,02__HGI__NSN__NVG__71,ACECOOK Hủ Tiếu Nam Vang Gói 71g
,,VISSAN Pate Gan Heo Hộp 170g,02__HOP__VIS__GAN__170,Hộp,6.0,0.0,1.0,5.0,,,,,Tổng,,d75e0f36-3a9e-470b-b441-e953066a51cb,3fb64797-8bc7-11f1-9b18-005056b2a5de,Pate Hộp,VISSAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,350,1,,1,True,02__HOP__VIS__GAN__170,VISSAN Pate Gan Heo Hộp 170g
,,Kho Kệ,02__HOP__VIS__GAN__170,Hộp,6.0,0.0,1.0,5.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,d75e0f36-3a9e-470b-b441-e953066a51cb,3fb64853-8bc7-11f1-9b18-005056b2a5de,Pate Hộp,VISSAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,351,0,d75e0f36-3a9e-470b-b441-e953066a51cb,2,False,02__HOP__VIS__GAN__170,VISSAN Pate Gan Heo Hộp 170g
,,VISSAN Pate Thịt Heo Hộp 170g,02__HOP__VIS__HEO__170,Hộp,18.0,0.0,0.0,18.0,,,,,Tổng,,0aa32b88-edd9-4672-9428-cdcb6498e400,3fb649ba-8bc7-11f1-9b18-005056b2a5de,Pate Hộp,VISSAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,352,1,,1,True,02__HOP__VIS__HEO__170,VISSAN Pate Thịt Heo Hộp 170g
,,Kho Kệ,02__HOP__VIS__HEO__170,Hộp,18.0,0.0,0.0,18.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0aa32b88-edd9-4672-9428-cdcb6498e400,3fb64a7a-8bc7-11f1-9b18-005056b2a5de,Pate Hộp,VISSAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,353,0,0aa32b88-edd9-4672-9428-cdcb6498e400,2,False,02__HOP__VIS__HEO__170,VISSAN Pate Thịt Heo Hộp 170g
,,MEIZAN Mì Chay Cao Cấp 250g,02__KMI__MEI__CHY__250,Bịch,11.0,0.0,0.0,11.0,,,,,Tổng,,3a252901-06a9-47de-87cf-500226c94ef2,3fb64bfe-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Mì,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,354,1,,1,True,02__KMI__MEI__CHY__250,MEIZAN Mì Chay Cao Cấp 250g
,,Kho Kệ,02__KMI__MEI__CHY__250,Bịch,11.0,0.0,0.0,11.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,3a252901-06a9-47de-87cf-500226c94ef2,3fb64cbb-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Mì,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,355,0,3a252901-06a9-47de-87cf-500226c94ef2,2,False,02__KMI__MEI__CHY__250,MEIZAN Mì Chay Cao Cấp 250g
,,MEIZAN Mì Trứng Cao Cấp 250g,02__KMI__MEI__TRG__250,Bịch,15.0,0.0,1.0,14.0,,,,,Tổng,,2475f176-dbfd-4dd9-9e80-1e9556968193,3fb64e39-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Mì,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,356,1,,1,True,02__KMI__MEI__TRG__250,MEIZAN Mì Trứng Cao Cấp 250g
,,Kho Kệ,02__KMI__MEI__TRG__250,Bịch,15.0,0.0,1.0,14.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,2475f176-dbfd-4dd9-9e80-1e9556968193,3fb65056-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Mì,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,357,0,2475f176-dbfd-4dd9-9e80-1e9556968193,2,False,02__KMI__MEI__TRG__250,MEIZAN Mì Trứng Cao Cấp 250g
,,MEIZAN Nui Cao Cấp Ống Dài 200g,02__KNI__MEI__DAI__200,Bịch,18.0,0.0,0.0,18.0,,,,,Tổng,,ef164e08-ef3c-4dd2-8902-6abf5322ec70,3fb651c2-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Nui,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,358,1,,1,True,02__KNI__MEI__DAI__200,MEIZAN Nui Cao Cấp Ống Dài 200g
,,Kho Kệ,02__KNI__MEI__DAI__200,Bịch,18.0,0.0,0.0,18.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,ef164e08-ef3c-4dd2-8902-6abf5322ec70,3fb65282-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Nui,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,359,0,ef164e08-ef3c-4dd2-8902-6abf5322ec70,2,False,02__KNI__MEI__DAI__200,MEIZAN Nui Cao Cấp Ống Dài 200g
,,MEIZAN Nui Gạo Cao Cấp Chữ C 200g,02__KNI__MEI__GAO__200,Bịch,20.0,0.0,0.0,20.0,,,,,Tổng,,5a286f25-a3c3-4f4f-9e8c-fb48851bbd11,3fb65357-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Nui,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,360,1,,1,True,02__KNI__MEI__GAO__200,MEIZAN Nui Gạo Cao Cấp Chữ C 200g
,,Kho Kệ,02__KNI__MEI__GAO__200,Bịch,20.0,0.0,0.0,20.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,5a286f25-a3c3-4f4f-9e8c-fb48851bbd11,3fb65426-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Nui,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,361,0,5a286f25-a3c3-4f4f-9e8c-fb48851bbd11,2,False,02__KNI__MEI__GAO__200,MEIZAN Nui Gạo Cao Cấp Chữ C 200g
,,MEIZAN Nui Rau Củ Cao Cấp Chữ C 200g,02__KNI__MEI__RAU__200,Bịch,18.0,0.0,0.0,18.0,,,,,Tổng,,292a95de-d331-48b5-8a5c-f04755017d74,3fb654f2-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Nui,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,362,1,,1,True,02__KNI__MEI__RAU__200,MEIZAN Nui Rau Củ Cao Cấp Chữ C 200g
,,Kho Kệ,02__KNI__MEI__RAU__200,Bịch,18.0,0.0,0.0,18.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,292a95de-d331-48b5-8a5c-f04755017d74,3fb65653-8bc7-11f1-9b18-005056b2a5de,Đồ Khô Nui,MEIZAN,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,363,0,292a95de-d331-48b5-8a5c-f04755017d74,2,False,02__KNI__MEI__RAU__200,MEIZAN Nui Rau Củ Cao Cấp Chữ C 200g
,,ACECOOK SiuKay Gà Xốt Phô Mai Gói 131g,02__MGO__ACE__GPM__131,Gói,-13.0,72.0,73.0,-14.0,,,,,Tổng,,e8197731-6182-47d9-a64e-abeccac7eb91,3fb657d7-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK SiuKay,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,364,1,,1,True,02__MGO__ACE__GPM__131,ACECOOK SiuKay Gà Xốt Phô Mai Gói 131g
,,Kho Kệ,02__MGO__ACE__GPM__131,Gói,-13.0,48.0,73.0,-38.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,e8197731-6182-47d9-a64e-abeccac7eb91,3fb658a3-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK SiuKay,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,365,0,e8197731-6182-47d9-a64e-abeccac7eb91,2,False,02__MGO__ACE__GPM__131,ACECOOK SiuKay Gà Xốt Phô Mai Gói 131g
,,Kho MIRA,02__MGO__ACE__GPM__131,Gói,0.0,24.0,0.0,24.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,e8197731-6182-47d9-a64e-abeccac7eb91,3fb65968-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK SiuKay,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,366,0,e8197731-6182-47d9-a64e-abeccac7eb91,2,False,02__MGO__ACE__GPM__131,ACECOOK SiuKay Gà Xốt Phô Mai Gói 131g
,,ACECOOK Mì Lẩu Thái Tôm Gói 81g,02__MGO__ACE__LTT__81,Gói,42.0,0.0,0.0,42.0,,,,,Tổng,,e03347be-661a-499c-8b67-1501de184708,3fb65a2c-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,367,1,,1,True,02__MGO__ACE__LTT__81,ACECOOK Mì Lẩu Thái Tôm Gói 81g
,,Kho Kệ,02__MGO__ACE__LTT__81,Gói,42.0,0.0,0.0,42.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,e03347be-661a-499c-8b67-1501de184708,3fb65ae2-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,368,0,e03347be-661a-499c-8b67-1501de184708,2,False,02__MGO__ACE__LTT__81,ACECOOK Mì Lẩu Thái Tôm Gói 81g
,,ACECOOK Đệ Nhất Mì Gia Vị Thịt Bằm Gói 83g,02__MGO__DNT__TBM__83,Gói,18.0,0.0,6.0,12.0,,,,,Tổng,,bce765ca-0390-4f70-a186-7c783fcea76a,3fb65c6e-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK Đệ Nhất,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,369,1,,1,True,02__MGO__DNT__TBM__83,ACECOOK Đệ Nhất Mì Gia Vị Thịt Bằm Gói 83g
,,Kho Kệ,02__MGO__DNT__TBM__83,Gói,18.0,0.0,6.0,12.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,bce765ca-0390-4f70-a186-7c783fcea76a,3fb65d5b-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK Đệ Nhất,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,370,0,bce765ca-0390-4f70-a186-7c783fcea76a,2,False,02__MGO__DNT__TBM__83,ACECOOK Đệ Nhất Mì Gia Vị Thịt Bằm Gói 83g
,,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g,02__MGO__HAO__CAY__75,Gói,-4.0,47.0,40.0,3.0,,,,,Tổng,,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fb65e2d-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,371,1,,1,True,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,,Kho Kệ,02__MGO__HAO__CAY__75,Gói,-1.0,47.0,40.0,6.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fb65eef-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,372,0,0d72dbc9-99f3-4c92-a057-cc611a7a554b,2,False,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,,Kho MIRA,02__MGO__HAO__CAY__75,Gói,-3.0,0.0,0.0,-3.0,,,,,Kho MIRA,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,0d72dbc9-99f3-4c92-a057-cc611a7a554b,3fb66096-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,373,0,0d72dbc9-99f3-4c92-a057-cc611a7a554b,2,False,02__MGO__HAO__CAY__75,ACECOOK HẢO HẢO Mì Tôm Chua Cay Gói 75g
,,ACECOOK HẢO HẢO Mì Gà Vàng Gói 74g,02__MGO__HAO__GVG__74,Gói,12.0,0.0,0.0,12.0,,,,,Tổng,,9516d258-a699-4e04-9dc2-1655e595267e,3fb6615e-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,374,1,,1,True,02__MGO__HAO__GVG__74,ACECOOK HẢO HẢO Mì Gà Vàng Gói 74g
,,Kho Kệ,02__MGO__HAO__GVG__74,Gói,12.0,0.0,0.0,12.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,9516d258-a699-4e04-9dc2-1655e595267e,3fb6621e-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,375,0,9516d258-a699-4e04-9dc2-1655e595267e,2,False,02__MGO__HAO__GVG__74,ACECOOK HẢO HẢO Mì Gà Vàng Gói 74g
,,ACECOOK HẢO HẢO Mì Xào Tôm Chua Ngọt Gói 75g,02__MGO__HAO__XTC__75,Gói,-18.0,0.0,0.0,-18.0,,,,,Tổng,,054f1664-f4ed-4883-a82e-27374588d561,3fb662e0-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,376,1,,1,True,02__MGO__HAO__XTC__75,ACECOOK HẢO HẢO Mì Xào Tôm Chua Ngọt Gói 75g
,,Kho Kệ,02__MGO__HAO__XTC__75,Gói,-18.0,0.0,0.0,-18.0,,,,,Kho Kệ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIRA GROUP,054f1664-f4ed-4883-a82e-27374588d561,3fb6639c-8bc7-11f1-9b18-005056b2a5de,Mì Gói,ACECOOK HẢO HẢO,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,377,0,054f1664-f4ed-4883-a82e-27374588d561,2,False,02__MGO__HAO__XTC__75,ACECOOK HẢO HẢO Mì Xào Tôm Chua Ngọt Gói 75g
,,INDOMIE Mì Xào Khô Bò Cay Goreng Gói 91g,02__MGO__IND__KBC__91,Gói,22.0,0.0,8.0,14.0,,,,,Tổng,,6ed6ab78-3809-4fee-86c5-70e1903aed76,3fb66538-8bc7-11f1-9b18-005056b2a5de,Mì Gói,INDOMIE,,3eaf0580-8bc7-11f1-9b18-005056b2a5de,378,1,,1,True,02__MGO__IND__KBC__91,INDOMIE Mì Xào Khô Bò Cay Goreng Gói 91g
